Minutes,Type I,Type Ia,Type II,Type III,,
9:02,0.0833,0.0664,0.032,0.0381,,
9:03,0.0833,0.0664,0.032,0.0381,,
9:04,0.0833,0.0664,0.032,0.0381,,
9:05,0.0833,0.0664,0.032,0.0381,,
9:06,0.0906,0.0628,0.032,0.0392,,
9:07,0.0906,0.0628,0.032,0.0392,,
9:08,0.0906,0.0628,0.032,0.0392,,
9:09,0.0906,0.0628,0.032,0.0392,,
9:10,0.0906,0.0628,0.032,0.0392,,
9:11,0.0906,0.0628,0.032,0.0392,,
9:12,0.098,0.0596,0.032,0.0404,,
9:13,0.098,0.0596,0.032,0.0404,,
9:14,0.098,0.0596,0.032,0.0404,,
9:15,0.098,0.0596,0.032,0.0404,,
9:16,0.098,0.0596,0.032,0.0404,,
9:17,0.098,0.0596,0.032,0.0404,,
9:18,0.1054,0.0568,0.032,0.0415,,
9:19,0.1054,0.0568,0.032,0.0415,,
9:20,0.1054,0.0568,0.032,0.0415,,
9:21,0.1054,0.0568,0.032,0.0415,,
9:22,0.1054,0.0568,0.032,0.0415,,
9:23,0.1054,0.0568,0.032,0.0415,,
9:24,0.1127,0.0544,0.032,0.0427,,
9:25,0.1127,0.0544,0.032,0.0427,,
9:26,0.1127,0.0544,0.032,0.0427,,
9:27,0.1127,0.0544,0.032,0.0427,,
9:28,0.1127,0.0544,0.032,0.0427,,
9:29,0.1127,0.0544,0.032,0.0427,,
9:30,0.1642,0.0564,0.0328,0.0438,,
9:31,0.1642,0.0564,0.0328,0.0438,,
9:32,0.1642,0.0564,0.0328,0.0438,,
9:33,0.1642,0.0564,0.0328,0.0438,,
9:34,0.1642,0.0564,0.0328,0.0438,,
9:35,0.1642,0.0564,0.0328,0.0438,,
9:36,0.26,0.0552,0.0344,0.045,,
9:37,0.26,0.0552,0.0344,0.045,,
9:38,0.26,0.0552,0.0344,0.045,,
9:39,0.26,0.0552,0.0344,0.045,,
9:40,0.26,0.0552,0.0344,0.045,,
9:41,0.26,0.0552,0.0344,0.045,,
9:42,0.4242,0.054,0.036,0.0461,,
9:43,0.4242,0.054,0.036,0.0461,,
9:44,0.4242,0.054,0.036,0.0461,,
9:45,0.4242,0.054,0.036,0.0461,,
9:46,0.4242,0.054,0.036,0.0461,,
9:47,0.4242,0.054,0.036,0.0461,,
9:48,0.7532,0.0528,0.0376,0.0473,,
9:49,0.7532,0.0528,0.0376,0.0473,,
9:50,0.7532,0.0528,0.0376,0.0473,,
9:51,0.7532,0.0528,0.0376,0.0473,,
9:52,0.7532,0.0528,0.0376,0.0473,,
9:53,0.7532,0.0528,0.0376,0.0473,,
9:54,0.5184,0.0516,0.0392,0.0484,,
9:55,0.5184,0.0516,0.0392,0.0484,,
9:56,0.5184,0.0516,0.0392,0.0484,,
9:57,0.5184,0.0516,0.0392,0.0484,,
9:58,0.5184,0.0516,0.0392,0.0484,,
9:59,0.5184,0.0516,0.0392,0.0484,,
10:00,0.172,0.0498,0.0412,0.0502,,
10:01,0.172,0.0498,0.0412,0.0502,,
10:02,0.172,0.0498,0.0412,0.0502,,
10:03,0.172,0.0498,0.0412,0.0502,,
10:04,0.172,0.0498,0.0412,0.0502,,
10:05,0.172,0.0498,0.0412,0.0502,,
10:06,0.154,0.0487,0.0436,0.0526,,
10:07,0.154,0.0487,0.0436,0.0526,,
10:08,0.154,0.0487,0.0436,0.0526,,
10:09,0.154,0.0487,0.0436,0.0526,,
10:10,0.154,0.0487,0.0436,0.0526,,
10:11,0.154,0.0487,0.0436,0.0526,,
10:12,0.136,0.0478,0.046,0.055,,
10:13,0.136,0.0478,0.046,0.055,,
10:14,0.136,0.0478,0.046,0.055,,
10:15,0.136,0.0478,0.046,0.055,,
10:16,0.136,0.0478,0.046,0.055,,
10:17,0.136,0.0478,0.046,0.055,,
10:18,0.118,0.0472,0.0484,0.0574,,
10:19,0.118,0.0472,0.0484,0.0574,,
10:20,0.118,0.0472,0.0484,0.0574,,
10:21,0.118,0.0472,0.0484,0.0574,,
10:22,0.118,0.0472,0.0484,0.0574,,
10:23,0.118,0.0472,0.0484,0.0574,,
10:24,0.1,0.0465,0.0508,0.0598,,
10:25,0.1,0.0465,0.0508,0.0598,,
10:26,0.1,0.0465,0.0508,0.0598,,
10:27,0.1,0.0465,0.0508,0.0598,,
10:28,0.1,0.0465,0.0508,0.0598,,
10:29,0.1,0.0465,0.0508,0.0598,,
10:30,0.0888,0.0476,0.054,0.0622,,
10:31,0.0888,0.0476,0.054,0.0622,,
10:32,0.0888,0.0476,0.054,0.0622,,
10:33,0.0888,0.0476,0.054,0.0622,,
10:34,0.0888,0.0476,0.054,0.0622,,
10:35,0.0888,0.0476,0.054,0.0622,,
10:36,0.0844,0.0468,0.058,0.0646,,
10:37,0.0844,0.0468,0.058,0.0646,,
10:38,0.0844,0.0468,0.058,0.0646,,
10:39,0.0844,0.0468,0.058,0.0646,,
10:40,0.0844,0.0468,0.058,0.0646,,
10:41,0.0844,0.0468,0.058,0.0646,,
10:42,0.08,0.046,0.062,0.067,,
10:43,0.08,0.046,0.062,0.067,,
10:44,0.08,0.046,0.062,0.067,,
10:45,0.08,0.046,0.062,0.067,,
10:46,0.08,0.046,0.062,0.067,,
10:47,0.08,0.046,0.062,0.067,,
10:48,0.0756,0.0452,0.066,0.0694,,
10:49,0.0756,0.0452,0.066,0.0694,,
10:50,0.0756,0.0452,0.066,0.0694,,
10:51,0.0756,0.0452,0.066,0.0694,,
10:52,0.0756,0.0452,0.066,0.0694,,
10:53,0.0756,0.0452,0.066,0.0694,,
10:54,0.0712,0.0444,0.07,0.0718,,
10:55,0.0712,0.0444,0.07,0.0718,,
10:56,0.0712,0.0444,0.07,0.0718,,
10:57,0.0712,0.0444,0.07,0.0718,,
10:58,0.0712,0.0444,0.07,0.0718,,
10:59,0.0712,0.0444,0.07,0.0718,,
11:00,0.0682,0.0436,0.0768,0.0776,,
11:01,0.0682,0.0436,0.0768,0.0776,,
11:02,0.0682,0.0436,0.0768,0.0776,,
11:03,0.0682,0.0436,0.0768,0.0776,,
11:04,0.0682,0.0436,0.0768,0.0776,,
11:05,0.0682,0.0436,0.0768,0.0776,,
11:06,0.0666,0.0428,0.0864,0.0868,,
11:07,0.0666,0.0428,0.0864,0.0868,,
11:08,0.0666,0.0428,0.0864,0.0868,,
11:09,0.0666,0.0428,0.0864,0.0868,,
11:10,0.0666,0.0428,0.0864,0.0868,,
11:11,0.0666,0.0428,0.0864,0.0868,,
11:12,0.065,0.042,0.096,0.096,,
11:13,0.065,0.042,0.096,0.096,,
11:14,0.065,0.042,0.096,0.096,,
11:15,0.065,0.042,0.096,0.096,,
11:16,0.065,0.042,0.096,0.096,,
11:17,0.065,0.042,0.096,0.096,,
11:18,0.0634,0.0412,0.1056,0.1052,,
11:19,0.0634,0.0412,0.1056,0.1052,,
11:20,0.0634,0.0412,0.1056,0.1052,,
11:21,0.0634,0.0412,0.1056,0.1052,,
11:22,0.0634,0.0412,0.1056,0.1052,,
11:23,0.0634,0.0412,0.1056,0.1052,,
11:24,0.0618,0.0404,0.1152,0.1144,,
11:25,0.0618,0.0404,0.1152,0.1144,,
11:26,0.0618,0.0404,0.1152,0.1144,,
11:27,0.0618,0.0404,0.1152,0.1144,,
11:28,0.0618,0.0404,0.1152,0.1144,,
11:29,0.0618,0.0404,0.1152,0.1144,,
11:30,0.0602,0.0389,0.2384,0.163,,
11:31,0.0602,0.0389,0.2384,0.163,,
11:32,0.0602,0.0389,0.2384,0.163,,
11:33,0.0602,0.0389,0.2384,0.163,,
11:34,0.0602,0.0389,0.2384,0.163,,
11:35,0.0602,0.0389,0.2384,0.163,,
11:36,0.0586,0.0383,0.4752,0.251,,
11:37,0.0586,0.0383,0.4752,0.251,,
11:38,0.0586,0.0383,0.4752,0.251,,
11:39,0.0586,0.0383,0.4752,0.251,,
11:40,0.0586,0.0383,0.4752,0.251,,
11:41,0.0586,0.0383,0.4752,0.251,,
11:42,0.057,0.0379,0.7643,0.339,,
11:43,0.057,0.0379,0.7643,0.339,,
11:44,0.057,0.0379,0.7643,0.339,,
11:45,0.057,0.0379,0.7643,0.339,,
11:46,0.057,0.0379,0.7643,0.339,,
11:47,0.057,0.0379,0.7643,0.339,,
11:48,0.0554,0.0375,1.3707,0.427,,
11:49,0.0554,0.0375,1.3707,0.427,,
11:50,0.0554,0.0375,1.3707,0.427,,
11:51,0.0554,0.0375,1.3707,0.427,,
11:52,0.0554,0.0375,1.3707,0.427,,
11:53,0.0554,0.0375,1.3707,0.427,,
11:54,0.0538,0.0374,0.9514,0.84,,
11:55,0.0538,0.0374,0.9514,0.84,,
11:56,0.0538,0.0374,0.9514,0.84,,
11:57,0.0538,0.0374,0.9514,0.84,,
11:58,0.0538,0.0374,0.9514,0.84,,
11:59,0.0538,0.0374,0.9514,0.84,,
12:00,0.0525,0.0373,0.1896,0.84,,
12:01,0.0525,0.0373,0.1896,0.84,,
12:02,0.0525,0.0373,0.1896,0.84,,
12:03,0.0525,0.0373,0.1896,0.84,,
12:04,0.0525,0.0373,0.1896,0.84,,
12:05,0.0525,0.0373,0.1896,0.84,,
12:06,0.0515,0.0375,0.1668,0.427,,
12:07,0.0515,0.0375,0.1668,0.427,,
12:08,0.0515,0.0375,0.1668,0.427,,
12:09,0.0515,0.0375,0.1668,0.427,,
12:10,0.0515,0.0375,0.1668,0.427,,
12:11,0.0515,0.0375,0.1668,0.427,,
12:12,0.0505,0.0379,0.144,0.339,,
12:13,0.0505,0.0379,0.144,0.339,,
12:14,0.0505,0.0379,0.144,0.339,,
12:15,0.0505,0.0379,0.144,0.339,,
12:16,0.0505,0.0379,0.144,0.339,,
12:17,0.0505,0.0379,0.144,0.339,,
12:18,0.0495,0.0383,0.1212,0.251,,
12:19,0.0495,0.0383,0.1212,0.251,,
12:20,0.0495,0.0383,0.1212,0.251,,
12:21,0.0495,0.0383,0.1212,0.251,,
12:22,0.0495,0.0383,0.1212,0.251,,
12:23,0.0495,0.0383,0.1212,0.251,,
12:24,0.0485,0.039,0.0984,0.163,,
12:25,0.0485,0.039,0.0984,0.163,,
12:26,0.0485,0.039,0.0984,0.163,,
12:27,0.0485,0.039,0.0984,0.163,,
12:28,0.0485,0.039,0.0984,0.163,,
12:29,0.0485,0.039,0.0984,0.163,,
12:30,0.0475,0.0365,0.0844,0.1144,,
12:31,0.0475,0.0365,0.0844,0.1144,,
12:32,0.0475,0.0365,0.0844,0.1144,,
12:33,0.0475,0.0365,0.0844,0.1144,,
12:34,0.0475,0.0365,0.0844,0.1144,,
12:35,0.0475,0.0365,0.0844,0.1144,,
12:36,0.0465,0.0362,0.0792,0.1052,,
12:37,0.0465,0.0362,0.0792,0.1052,,
12:38,0.0465,0.0362,0.0792,0.1052,,
12:39,0.0465,0.0362,0.0792,0.1052,,
12:40,0.0465,0.0362,0.0792,0.1052,,
12:41,0.0465,0.0362,0.0792,0.1052,,
12:42,0.0455,0.0359,0.074,0.096,,
12:43,0.0455,0.0359,0.074,0.096,,
12:44,0.0455,0.0359,0.074,0.096,,
12:45,0.0455,0.0359,0.074,0.096,,
12:46,0.0455,0.0359,0.074,0.096,,
12:47,0.0455,0.0359,0.074,0.096,,
12:48,0.0445,0.0358,0.0688,0.0868,,
12:49,0.0445,0.0358,0.0688,0.0868,,
12:50,0.0445,0.0358,0.0688,0.0868,,
12:51,0.0445,0.0358,0.0688,0.0868,,
12:52,0.0445,0.0358,0.0688,0.0868,,
12:53,0.0445,0.0358,0.0688,0.0868,,
12:54,0.0435,0.0356,0.0636,0.0776,,
12:55,0.0435,0.0356,0.0636,0.0776,,
12:56,0.0435,0.0356,0.0636,0.0776,,
12:57,0.0435,0.0356,0.0636,0.0776,,
12:58,0.0435,0.0356,0.0636,0.0776,,
12:59,0.0435,0.0356,0.0636,0.0776,,
13:00,0.0425,0.0373,0.0596,0.0718,,
13:01,0.0425,0.0373,0.0596,0.0718,,
13:02,0.0425,0.0373,0.0596,0.0718,,
13:03,0.0425,0.0373,0.0596,0.0718,,
13:04,0.0425,0.0373,0.0596,0.0718,,
13:05,0.0425,0.0373,0.0596,0.0718,,
13:06,0.0415,0.0365,0.0568,0.0694,,
13:07,0.0415,0.0365,0.0568,0.0694,,
13:08,0.0415,0.0365,0.0568,0.0694,,
13:09,0.0415,0.0365,0.0568,0.0694,,
13:10,0.0415,0.0365,0.0568,0.0694,,
13:11,0.0415,0.0365,0.0568,0.0694,,
13:12,0.0405,0.036,0.054,0.067,,
13:13,0.0405,0.036,0.054,0.067,,
13:14,0.0405,0.036,0.054,0.067,,
13:15,0.0405,0.036,0.054,0.067,,
13:16,0.0405,0.036,0.054,0.067,,
13:17,0.0405,0.036,0.054,0.067,,
13:18,0.0395,0.0353,0.0512,0.0646,,
13:19,0.0395,0.0353,0.0512,0.0646,,
13:20,0.0395,0.0353,0.0512,0.0646,,
13:21,0.0395,0.0353,0.0512,0.0646,,
13:22,0.0395,0.0353,0.0512,0.0646,,
13:23,0.0395,0.0353,0.0512,0.0646,,
13:24,0.0385,0.0349,0.0484,0.0622,,
13:25,0.0385,0.0349,0.0484,0.0622,,
13:26,0.0385,0.0349,0.0484,0.0622,,
13:27,0.0385,0.0349,0.0484,0.0622,,
13:28,0.0385,0.0349,0.0484,0.0622,,
13:29,0.0385,0.0349,0.0484,0.0622,,
13:30,0.0375,0.0345,0.046,0.0598,,
13:31,0.0375,0.0345,0.046,0.0598,,
13:32,0.0375,0.0345,0.046,0.0598,,
13:33,0.0375,0.0345,0.046,0.0598,,
13:34,0.0375,0.0345,0.046,0.0598,,
13:35,0.0375,0.0345,0.046,0.0598,,
13:36,0.0365,0.0341,0.044,0.0574,,
13:37,0.0365,0.0341,0.044,0.0574,,
13:38,0.0365,0.0341,0.044,0.0574,,
13:39,0.0365,0.0341,0.044,0.0574,,
13:40,0.0365,0.0341,0.044,0.0574,,
13:41,0.0365,0.0341,0.044,0.0574,,
13:42,0.0355,0.034,0.042,0.055,,
13:43,0.0355,0.034,0.042,0.055,,
13:44,0.0355,0.034,0.042,0.055,,
13:45,0.0355,0.034,0.042,0.055,,
13:46,0.0355,0.034,0.042,0.055,,
13:47,0.0355,0.034,0.042,0.055,,
13:48,0.0345,0.0337,0.04,0.0526,,
13:49,0.0345,0.0337,0.04,0.0526,,
13:50,0.0345,0.0337,0.04,0.0526,,
13:51,0.0345,0.0337,0.04,0.0526,,
13:52,0.0345,0.0337,0.04,0.0526,,
13:53,0.0345,0.0337,0.04,0.0526,,
13:54,0.0335,0.0337,0.038,0.0502,,
13:55,0.0335,0.0337,0.038,0.0502,,
13:56,0.0335,0.0337,0.038,0.0502,,
13:57,0.0335,0.0337,0.038,0.0502,,
13:58,0.0335,0.0337,0.038,0.0502,,
13:59,0.0335,0.0337,0.038,0.0502,,
14:00,0.0329,0.0339,0.0367,0.0484,,
14:01,0.0329,0.0339,0.0367,0.0484,,
14:02,0.0329,0.0339,0.0367,0.0484,,
14:03,0.0329,0.0339,0.0367,0.0484,,
14:04,0.0329,0.0339,0.0367,0.0484,,
14:05,0.0329,0.0339,0.0367,0.0484,,
14:06,0.0327,0.0338,0.0359,0.0473,,
14:07,0.0327,0.0338,0.0359,0.0473,,
14:08,0.0327,0.0338,0.0359,0.0473,,
14:09,0.0327,0.0338,0.0359,0.0473,,
14:10,0.0327,0.0338,0.0359,0.0473,,
14:11,0.0327,0.0338,0.0359,0.0473,,
14:12,0.0325,0.0336,0.0353,0.0461,,
14:13,0.0325,0.0336,0.0353,0.0461,,
14:14,0.0325,0.0336,0.0353,0.0461,,
14:15,0.0325,0.0336,0.0353,0.0461,,
14:16,0.0325,0.0336,0.0353,0.0461,,
14:17,0.0325,0.0336,0.0353,0.0461,,
14:18,0.0323,0.0335,0.0345,0.045,,
14:19,0.0323,0.0335,0.0345,0.045,,
14:20,0.0323,0.0335,0.0345,0.045,,
14:21,0.0323,0.0335,0.0345,0.045,,
14:22,0.0323,0.0335,0.0345,0.045,,
14:23,0.0323,0.0335,0.0345,0.045,,
14:24,0.0321,0.0333,0.0339,0.0438,,
14:25,0.0321,0.0333,0.0339,0.0438,,
14:26,0.0321,0.0333,0.0339,0.0438,,
14:27,0.0321,0.0333,0.0339,0.0438,,
14:28,0.0321,0.0333,0.0339,0.0438,,
14:29,0.0321,0.0333,0.0339,0.0438,,
14:30,0.0319,0.0332,0.0331,0.0427,,
14:31,0.0319,0.0332,0.0331,0.0427,,
14:32,0.0319,0.0332,0.0331,0.0427,,
14:33,0.0319,0.0332,0.0331,0.0427,,
14:34,0.0319,0.0332,0.0331,0.0427,,
14:35,0.0319,0.0332,0.0331,0.0427,,
14:36,0.0317,0.033,0.0325,0.0415,,
14:37,0.0317,0.033,0.0325,0.0415,,
14:38,0.0317,0.033,0.0325,0.0415,,
14:39,0.0317,0.033,0.0325,0.0415,,
14:40,0.0317,0.033,0.0325,0.0415,,
14:41,0.0317,0.033,0.0325,0.0415,,
14:42,0.0315,0.0328,0.0317,0.0404,,
14:43,0.0315,0.0328,0.0317,0.0404,,
14:44,0.0315,0.0328,0.0317,0.0404,,
14:45,0.0315,0.0328,0.0317,0.0404,,
14:46,0.0315,0.0328,0.0317,0.0404,,
14:47,0.0315,0.0328,0.0317,0.0404,,
14:48,0.0313,0.0327,0.0311,0.0392,,
14:49,0.0313,0.0327,0.0311,0.0392,,
14:50,0.0313,0.0327,0.0311,0.0392,,
14:51,0.0313,0.0327,0.0311,0.0392,,
14:52,0.0313,0.0327,0.0311,0.0392,,
14:53,0.0313,0.0327,0.0311,0.0392,,
14:54,0.0311,0.0326,0.0303,0.0381,,
14:55,0.0311,0.0326,0.0303,0.0381,,
14:56,0.0311,0.0326,0.0303,0.0381,,
14:57,0.0311,0.0326,0.0303,0.0381,,
14:58,0.0311,0.0326,0.0303,0.0381,,
14:59,0.0311,0.0326,0.0303,0.0381,,
15:00,0.0309,0.0324,0.0297,0.0369,,
15:01,0.0309,0.0324,0.0297,0.0369,,
15:02,0.0309,0.0324,0.0297,0.0369,,
15:03,0.0309,0.0324,0.0297,0.0369,,
15:04,0.0309,0.0324,0.0297,0.0369,,
15:05,0.0309,0.0324,0.0297,0.0369,,
15:06,0.0307,0.0323,0.0289,0.0358,,
15:07,0.0307,0.0323,0.0289,0.0358,,
15:08,0.0307,0.0323,0.0289,0.0358,,
15:09,0.0307,0.0323,0.0289,0.0358,,
15:10,0.0307,0.0323,0.0289,0.0358,,
15:11,0.0307,0.0323,0.0289,0.0358,,
15:12,0.0305,0.0321,0.0283,0.0346,,
15:13,0.0305,0.0321,0.0283,0.0346,,
15:14,0.0305,0.0321,0.0283,0.0346,,
15:15,0.0305,0.0321,0.0283,0.0346,,
15:16,0.0305,0.0321,0.0283,0.0346,,
15:17,0.0305,0.0321,0.0283,0.0346,,
15:18,0.0303,0.0319,0.0275,0.0335,,
15:19,0.0303,0.0319,0.0275,0.0335,,
15:20,0.0303,0.0319,0.0275,0.0335,,
15:21,0.0303,0.0319,0.0275,0.0335,,
15:22,0.0303,0.0319,0.0275,0.0335,,
15:23,0.0303,0.0319,0.0275,0.0335,,
15:24,0.0301,0.0318,0.0269,0.0323,,
15:25,0.0301,0.0318,0.0269,0.0323,,
15:26,0.0301,0.0318,0.0269,0.0323,,
15:27,0.0301,0.0318,0.0269,0.0323,,
15:28,0.0301,0.0318,0.0269,0.0323,,
15:29,0.0301,0.0318,0.0269,0.0323,,
15:30,0.0299,0.0316,0.0261,0.0312,,
15:31,0.0299,0.0316,0.0261,0.0312,,
15:32,0.0299,0.0316,0.0261,0.0312,,
15:33,0.0299,0.0316,0.0261,0.0312,,
15:34,0.0299,0.0316,0.0261,0.0312,,
15:35,0.0299,0.0316,0.0261,0.0312,,
15:36,0.0297,0.0315,0.0255,0.03,,
15:37,0.0297,0.0315,0.0255,0.03,,
15:38,0.0297,0.0315,0.0255,0.03,,
15:39,0.0297,0.0315,0.0255,0.03,,
15:40,0.0297,0.0315,0.0255,0.03,,
15:41,0.0297,0.0315,0.0255,0.03,,
15:42,0.0295,0.0314,0.0247,0.0289,,
15:43,0.0295,0.0314,0.0247,0.0289,,
15:44,0.0295,0.0314,0.0247,0.0289,,
15:45,0.0295,0.0314,0.0247,0.0289,,
15:46,0.0295,0.0314,0.0247,0.0289,,
15:47,0.0295,0.0314,0.0247,0.0289,,
15:48,0.0293,0.0312,0.0241,0.0277,,
15:49,0.0293,0.0312,0.0241,0.0277,,
15:50,0.0293,0.0312,0.0241,0.0277,,
15:51,0.0293,0.0312,0.0241,0.0277,,
15:52,0.0293,0.0312,0.0241,0.0277,,
15:53,0.0293,0.0312,0.0241,0.0277,,
15:54,0.0291,0.031,0.0233,0.0266,,
15:55,0.0291,0.031,0.0233,0.0266,,
15:56,0.0291,0.031,0.0233,0.0266,,
15:57,0.0291,0.031,0.0233,0.0266,,
15:58,0.0291,0.031,0.0233,0.0266,,
15:59,0.0291,0.031,0.0233,0.0266,,
16:00,0.0289,0.0309,0.0229,0.0258,,
16:01,0.0289,0.0309,0.0229,0.0258,,
16:02,0.0289,0.0309,0.0229,0.0258,,
16:03,0.0289,0.0309,0.0229,0.0258,,
16:04,0.0289,0.0309,0.0229,0.0258,,
16:05,0.0289,0.0309,0.0229,0.0258,,
16:06,0.0287,0.0307,0.0226,0.0252,,
16:07,0.0287,0.0307,0.0226,0.0252,,
16:08,0.0287,0.0307,0.0226,0.0252,,
16:09,0.0287,0.0307,0.0226,0.0252,,
16:10,0.0287,0.0307,0.0226,0.0252,,
16:11,0.0287,0.0307,0.0226,0.0252,,
16:12,0.0285,0.0306,0.0224,0.0248,,
16:13,0.0285,0.0306,0.0224,0.0248,,
16:14,0.0285,0.0306,0.0224,0.0248,,
16:15,0.0285,0.0306,0.0224,0.0248,,
16:16,0.0285,0.0306,0.0224,0.0248,,
16:17,0.0285,0.0306,0.0224,0.0248,,
16:18,0.0283,0.0304,0.0221,0.0242,,
16:19,0.0283,0.0304,0.0221,0.0242,,
16:20,0.0283,0.0304,0.0221,0.0242,,
16:21,0.0283,0.0304,0.0221,0.0242,,
16:22,0.0283,0.0304,0.0221,0.0242,,
16:23,0.0283,0.0304,0.0221,0.0242,,
16:24,0.0281,0.0303,0.0219,0.0238,,
16:25,0.0281,0.0303,0.0219,0.0238,,
16:26,0.0281,0.0303,0.0219,0.0238,,
16:27,0.0281,0.0303,0.0219,0.0238,,
16:28,0.0281,0.0303,0.0219,0.0238,,
16:29,0.0281,0.0303,0.0219,0.0238,,
16:30,0.0279,0.0301,0.0216,0.0232,,
16:31,0.0279,0.0301,0.0216,0.0232,,
16:32,0.0279,0.0301,0.0216,0.0232,,
16:33,0.0279,0.0301,0.0216,0.0232,,
16:34,0.0279,0.0301,0.0216,0.0232,,
16:35,0.0279,0.0301,0.0216,0.0232,,
16:36,0.0277,0.03,0.0214,0.0228,,
16:37,0.0277,0.03,0.0214,0.0228,,
16:38,0.0277,0.03,0.0214,0.0228,,
16:39,0.0277,0.03,0.0214,0.0228,,
16:40,0.0277,0.03,0.0214,0.0228,,
16:41,0.0277,0.03,0.0214,0.0228,,
16:42,0.0275,0.0298,0.0211,0.0222,,
16:43,0.0275,0.0298,0.0211,0.0222,,
16:44,0.0275,0.0298,0.0211,0.0222,,
16:45,0.0275,0.0298,0.0211,0.0222,,
16:46,0.0275,0.0298,0.0211,0.0222,,
16:47,0.0275,0.0298,0.0211,0.0222,,
16:48,0.0273,0.0297,0.0209,0.0218,,
16:49,0.0273,0.0297,0.0209,0.0218,,
16:50,0.0273,0.0297,0.0209,0.0218,,
16:51,0.0273,0.0297,0.0209,0.0218,,
16:52,0.0273,0.0297,0.0209,0.0218,,
16:53,0.0273,0.0297,0.0209,0.0218,,
16:54,0.0271,0.0295,0.0206,0.0212,,
16:55,0.0271,0.0295,0.0206,0.0212,,
16:56,0.0271,0.0295,0.0206,0.0212,,
16:57,0.0271,0.0295,0.0206,0.0212,,
16:58,0.0271,0.0295,0.0206,0.0212,,
16:59,0.0271,0.0295,0.0206,0.0212,,
17:00,0.0269,0.0294,0.0204,0.0208,,
17:01,0.0269,0.0294,0.0204,0.0208,,
17:02,0.0269,0.0294,0.0204,0.0208,,
17:03,0.0269,0.0294,0.0204,0.0208,,
17:04,0.0269,0.0294,0.0204,0.0208,,
17:05,0.0269,0.0294,0.0204,0.0208,,
17:06,0.0267,0.0292,0.0201,0.0202,,
17:07,0.0267,0.0292,0.0201,0.0202,,
17:08,0.0267,0.0292,0.0201,0.0202,,
17:09,0.0267,0.0292,0.0201,0.0202,,
17:10,0.0267,0.0292,0.0201,0.0202,,
17:11,0.0267,0.0292,0.0201,0.0202,,
17:12,0.0265,0.029,0.0199,0.0198,,
17:13,0.0265,0.029,0.0199,0.0198,,
17:14,0.0265,0.029,0.0199,0.0198,,
17:15,0.0265,0.029,0.0199,0.0198,,
17:16,0.0265,0.029,0.0199,0.0198,,
17:17,0.0265,0.029,0.0199,0.0198,,
17:18,0.0263,0.0289,0.0196,0.0192,,
17:19,0.0263,0.0289,0.0196,0.0192,,
17:20,0.0263,0.0289,0.0196,0.0192,,
17:21,0.0263,0.0289,0.0196,0.0192,,
17:22,0.0263,0.0289,0.0196,0.0192,,
17:23,0.0263,0.0289,0.0196,0.0192,,
17:24,0.0261,0.0288,0.0194,0.0188,,
17:25,0.0261,0.0288,0.0194,0.0188,,
17:26,0.0261,0.0288,0.0194,0.0188,,
17:27,0.0261,0.0288,0.0194,0.0188,,
17:28,0.0261,0.0288,0.0194,0.0188,,
17:29,0.0261,0.0288,0.0194,0.0188,,
17:30,0.0259,0.0286,0.0191,0.0182,,
17:31,0.0259,0.0286,0.0191,0.0182,,
17:32,0.0259,0.0286,0.0191,0.0182,,
17:33,0.0259,0.0286,0.0191,0.0182,,
17:34,0.0259,0.0286,0.0191,0.0182,,
17:35,0.0259,0.0286,0.0191,0.0182,,
17:36,0.0257,0.0285,0.0189,0.0178,,
17:37,0.0257,0.0285,0.0189,0.0178,,
17:38,0.0257,0.0285,0.0189,0.0178,,
17:39,0.0257,0.0285,0.0189,0.0178,,
17:40,0.0257,0.0285,0.0189,0.0178,,
17:41,0.0257,0.0285,0.0189,0.0178,,
17:42,0.0255,0.0283,0.0186,0.0172,,
17:43,0.0255,0.0283,0.0186,0.0172,,
17:44,0.0255,0.0283,0.0186,0.0172,,
17:45,0.0255,0.0283,0.0186,0.0172,,
17:46,0.0255,0.0283,0.0186,0.0172,,
17:47,0.0255,0.0283,0.0186,0.0172,,
17:48,0.0253,0.0281,0.0184,0.0168,,
17:49,0.0253,0.0281,0.0184,0.0168,,
17:50,0.0253,0.0281,0.0184,0.0168,,
17:51,0.0253,0.0281,0.0184,0.0168,,
17:52,0.0253,0.0281,0.0184,0.0168,,
17:53,0.0253,0.0281,0.0184,0.0168,,
17:54,0.0251,0.028,0.0181,0.0162,,
17:55,0.0251,0.028,0.0181,0.0162,,
17:56,0.0251,0.028,0.0181,0.0162,,
17:57,0.0251,0.028,0.0181,0.0162,,
17:58,0.0251,0.028,0.0181,0.0162,,
17:59,0.0251,0.028,0.0181,0.0162,,
18:00,0.0249,0.0278,0.0179,0.0159,,
18:01,0.0249,0.0278,0.0179,0.0159,,
18:02,0.0249,0.0278,0.0179,0.0159,,
18:03,0.0249,0.0278,0.0179,0.0159,,
18:04,0.0249,0.0278,0.0179,0.0159,,
18:05,0.0249,0.0278,0.0179,0.0159,,
18:06,0.0247,0.0277,0.0176,0.0158,,
18:07,0.0247,0.0277,0.0176,0.0158,,
18:08,0.0247,0.0277,0.0176,0.0158,,
18:09,0.0247,0.0277,0.0176,0.0158,,
18:10,0.0247,0.0277,0.0176,0.0158,,
18:11,0.0247,0.0277,0.0176,0.0158,,
18:12,0.0245,0.0276,0.0174,0.0156,,
